,age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
20895,19,Other/Unknown,HS-grad,Single,Other/Unknown,Other,Female,40,0
20896,65,Private,Bachelors,Married,Blue-Collar,White,Male,20,0
20897,18,Private,Some-college,Single,Sales,White,Female,40,0
20898,55,Government,Prof-school,Married,White-Collar,White,Male,40,1
20899,24,Private,HS-grad,Single,Service,White,Male,30,0
20900,22,Private,Some-college,Single,Professional,White,Female,20,0
20901,22,Private,HS-grad,Single,Sales,White,Female,40,0
20902,51,Government,Assoc,Married,White-Collar,White,Female,30,0
20903,59,Private,School,Separated,Service,Other,Female,30,0
20904,42,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
20905,49,Self-Employed,School,Married,Service,White,Male,70,0
20906,59,Self-Employed,Bachelors,Married,Sales,White,Male,40,1
20907,38,Private,HS-grad,Married,Blue-Collar,White,Male,44,0
20908,21,Private,Some-college,Single,Sales,White,Female,20,0
20909,61,Private,Bachelors,Married,Sales,White,Male,40,1
20910,47,Government,Bachelors,Divorced,Professional,Other,Female,40,0
20911,34,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
20912,35,Private,Some-college,Married,Service,White,Female,40,1
20913,50,Self-Employed,Some-college,Separated,White-Collar,White,Female,75,0
20914,35,Private,HS-grad,Single,White-Collar,White,Female,40,0
20915,22,Private,HS-grad,Married,Service,White,Female,3,0
20916,27,Private,HS-grad,Single,White-Collar,White,Female,40,0
20917,27,Private,School,Single,Service,Other,Male,35,0
20918,56,Private,HS-grad,Married,Blue-Collar,White,Male,45,1
20919,37,Private,Some-college,Married,Blue-Collar,White,Male,40,0
20920,32,Private,HS-grad,Single,Service,White,Male,52,0
20921,27,Self-Employed,HS-grad,Separated,White-Collar,White,Male,38,0
20922,43,Private,Some-college,Married,Professional,Other,Female,6,0
20923,37,Private,HS-grad,Married,Service,White,Female,30,1
20924,22,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,20,0
20925,34,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
20926,39,Self-Employed,HS-grad,Married,Blue-Collar,White,Female,50,0
20927,19,Private,HS-grad,Single,White-Collar,White,Female,26,0
20928,33,Private,School,Single,Service,White,Male,45,0
20929,21,Private,Some-college,Single,Blue-Collar,White,Male,40,0
20930,20,Private,HS-grad,Single,Blue-Collar,White,Male,45,0
20931,34,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
20932,53,Private,Some-college,Married,Blue-Collar,White,Male,36,1
20933,66,Private,School,Married,Blue-Collar,White,Male,20,0
20934,24,Private,Some-college,Single,Service,White,Female,40,0
20935,46,Private,Assoc,Widowed,White-Collar,White,Female,40,0
20936,29,Government,Masters,Single,White-Collar,White,Male,40,0
20937,64,Other/Unknown,School,Married,Other/Unknown,White,Male,56,1
20938,32,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,70,1
20939,23,Private,HS-grad,Single,Sales,White,Male,40,0
20940,34,Private,HS-grad,Single,White-Collar,White,Male,50,0
20941,28,Private,HS-grad,Single,White-Collar,White,Female,20,0
20942,37,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
20943,20,Private,Some-college,Single,Professional,White,Female,20,0
20944,30,Self-Employed,Some-college,Married,Sales,Other,Male,55,1
20945,51,Private,Some-college,Single,White-Collar,White,Female,12,0
20946,41,Private,Bachelors,Married,White-Collar,White,Male,50,1
20947,43,Private,Some-college,Married,Sales,White,Male,40,1
20948,25,Private,HS-grad,Single,White-Collar,White,Female,40,0
20949,18,Private,School,Single,Service,Other,Male,20,0
20950,47,Private,Some-college,Divorced,White-Collar,White,Female,40,0
20951,45,Private,HS-grad,Married,Sales,White,Male,60,0
20952,35,Self-Employed,HS-grad,Divorced,Blue-Collar,White,Male,80,0
20953,34,Self-Employed,Bachelors,Divorced,White-Collar,White,Male,50,0
20954,36,Private,Assoc,Single,White-Collar,White,Male,42,1
20955,50,Private,School,Married,Blue-Collar,White,Male,40,0
20956,35,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,0
20957,42,Private,HS-grad,Married,White-Collar,White,Female,40,0
20958,18,Private,Some-college,Single,Service,White,Male,26,0
20959,35,Private,HS-grad,Single,Service,White,Male,30,0
20960,31,Private,School,Single,Blue-Collar,White,Male,40,0
20961,35,Private,Assoc,Single,Service,White,Male,40,0
20962,23,Private,Some-college,Single,Blue-Collar,White,Male,32,0
20963,21,Private,HS-grad,Single,Blue-Collar,Other,Female,40,0
20964,49,Private,HS-grad,Married,Service,Other,Male,40,0
20965,21,Private,HS-grad,Single,Sales,White,Female,33,0
20966,61,Private,School,Married,Blue-Collar,Other,Male,20,0
20967,41,Private,HS-grad,Divorced,Service,White,Female,40,0
20968,27,Government,Some-college,Divorced,White-Collar,Other,Male,40,0
20969,39,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
20970,25,Government,Bachelors,Married,Professional,White,Female,38,1
20971,34,Private,HS-grad,Married,Blue-Collar,White,Male,50,1
20972,59,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
20973,32,Self-Employed,Bachelors,Married,Sales,White,Male,45,0
20974,44,Private,Masters,Married,Professional,White,Male,40,1
20975,59,Private,HS-grad,Divorced,Blue-Collar,White,Male,38,1
20976,72,Self-Employed,Doctorate,Married,Professional,White,Male,25,1
20977,35,Private,Bachelors,Married,Blue-Collar,White,Male,50,1
20978,27,Private,Some-college,Single,White-Collar,White,Female,40,0
20979,56,Self-Employed,Assoc,Married,Blue-Collar,White,Female,40,0
20980,31,Private,Some-college,Married,Service,Other,Male,40,0
20981,27,Other/Unknown,Bachelors,Married,Other/Unknown,White,Female,24,1
20982,46,Private,HS-grad,Single,Service,White,Female,28,0
20983,42,Private,Masters,Married,Sales,White,Male,50,1
20984,33,Private,HS-grad,Separated,Sales,White,Female,35,0
20985,33,Private,Bachelors,Married,White-Collar,White,Male,50,1
20986,47,Self-Employed,Masters,Married,White-Collar,White,Male,45,0
20987,24,Government,HS-grad,Married,Service,White,Male,40,0
20988,51,Government,Doctorate,Married,Professional,White,Male,40,1
20989,50,Government,Bachelors,Divorced,White-Collar,White,Female,40,1
20990,52,Private,Bachelors,Married,White-Collar,White,Male,50,0
20991,23,Government,Some-college,Single,White-Collar,White,Male,25,0
20992,19,Private,Some-college,Single,White-Collar,Other,Male,40,0
20993,28,Government,HS-grad,Single,Blue-Collar,White,Male,40,0
20994,51,Government,Doctorate,Married,Professional,Other,Male,40,1
20995,27,Private,Some-college,Single,Service,White,Male,24,0
20996,21,Private,HS-grad,Single,Blue-Collar,White,Male,45,0
20997,42,Self-Employed,Bachelors,Married,Sales,White,Male,48,0
20998,35,Private,Some-college,Single,Sales,Other,Female,40,0
20999,62,Private,HS-grad,Married,Sales,White,Male,16,0
21000,37,Government,Masters,Married,Professional,White,Female,45,1
21001,38,Private,School,Divorced,Blue-Collar,White,Female,60,0
21002,60,Government,Masters,Married,Professional,White,Male,40,1
21003,29,Private,HS-grad,Separated,Sales,White,Female,35,0
21004,30,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
21005,37,Private,HS-grad,Divorced,Blue-Collar,White,Male,50,0
21006,36,Private,Bachelors,Single,White-Collar,White,Male,70,0
21007,36,Private,School,Married,Blue-Collar,White,Male,40,0
21008,47,Government,Some-college,Divorced,Professional,White,Female,40,0
21009,60,Self-Employed,HS-grad,Married,Service,White,Male,40,0
21010,22,Other/Unknown,Some-college,Separated,Other/Unknown,White,Female,25,0
21011,72,Private,Assoc,Separated,Service,White,Female,25,0
21012,43,Private,HS-grad,Divorced,Blue-Collar,White,Male,45,0
21013,56,Private,School,Separated,Blue-Collar,White,Female,40,0
21014,18,Private,HS-grad,Single,Blue-Collar,White,Female,40,0
21015,29,Private,Bachelors,Single,Professional,White,Female,40,1
21016,45,Private,HS-grad,Married,Service,Other,Male,40,1
21017,35,Self-Employed,HS-grad,Married,White-Collar,White,Male,60,0
21018,51,Private,Some-college,Married,Blue-Collar,White,Male,40,0
21019,27,Private,HS-grad,Married,Sales,White,Male,35,0
21020,26,Private,School,Married,Blue-Collar,White,Male,40,0
21021,51,Private,Some-college,Married,White-Collar,White,Male,40,1
21022,27,Private,Some-college,Divorced,Service,White,Male,40,0
21023,35,Self-Employed,School,Married,Blue-Collar,Other,Male,50,0
21024,54,Private,HS-grad,Married,Sales,White,Male,50,0
21025,66,Other/Unknown,Bachelors,Married,Other/Unknown,White,Male,40,1
21026,40,Private,HS-grad,Widowed,Sales,White,Female,40,0
21027,21,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
21028,49,Private,HS-grad,Married,Blue-Collar,White,Male,45,1
21029,26,Private,School,Married,Blue-Collar,White,Male,40,0
21030,50,Private,Some-college,Married,Blue-Collar,White,Male,40,1
21031,46,Government,School,Single,Service,White,Male,40,0
21032,32,Private,Masters,Single,White-Collar,White,Male,40,0
21033,53,Private,School,Married,White-Collar,White,Male,40,1
21034,37,Private,Some-college,Married,White-Collar,White,Male,40,0
21035,54,Self-Employed,Some-college,Married,Sales,White,Male,50,0
21036,28,Government,Prof-school,Single,Professional,White,Male,40,0
21037,45,Private,School,Divorced,Service,White,Female,35,0
21038,43,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Female,40,0
21039,17,Private,School,Single,Service,White,Male,20,0
21040,68,Self-Employed,Some-college,Divorced,Blue-Collar,White,Female,20,0
21041,28,Private,Some-college,Married,Blue-Collar,White,Male,40,0
21042,17,Other/Unknown,School,Single,Other/Unknown,White,Female,20,0
21043,33,Private,HS-grad,Single,White-Collar,White,Male,40,0
21044,47,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
21045,43,Government,HS-grad,Married,Blue-Collar,White,Male,40,1
21046,29,Other/Unknown,HS-grad,Divorced,Other/Unknown,White,Male,40,0
21047,40,Private,HS-grad,Divorced,Service,White,Female,35,0
21048,74,Government,Doctorate,Single,Professional,White,Female,20,1
21049,31,Self-Employed,School,Married,Sales,Other,Female,50,0
21050,30,Private,HS-grad,Single,Blue-Collar,Other,Male,40,0
21051,20,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
21052,38,Self-Employed,Some-college,Divorced,Blue-Collar,White,Male,40,0
21053,19,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,30,0
21054,43,Private,Some-college,Divorced,White-Collar,Other,Female,40,0
21055,28,Self-Employed,Bachelors,Single,Service,White,Male,40,0
21056,29,Private,Some-college,Divorced,Blue-Collar,White,Male,40,0
21057,33,Private,Assoc,Single,Professional,White,Female,55,0
21058,26,Private,Masters,Single,White-Collar,White,Female,40,0
21059,31,Government,HS-grad,Married,White-Collar,White,Female,40,1
21060,27,Private,Some-college,Divorced,Professional,White,Female,40,0
21061,37,Private,Masters,Married,Professional,White,Male,45,0
21062,43,Private,Masters,Single,Professional,White,Male,50,1
21063,46,Private,Some-college,Divorced,Sales,White,Female,40,0
21064,58,Self-Employed,Bachelors,Married,White-Collar,White,Male,30,1
21065,19,Private,Some-college,Single,Service,White,Female,23,0
21066,40,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,40,0
21067,23,Private,Masters,Single,Sales,White,Female,20,0
21068,26,Private,Bachelors,Single,Blue-Collar,White,Male,20,0
21069,51,Government,Doctorate,Divorced,White-Collar,White,Female,45,1
21070,18,Private,HS-grad,Single,Sales,White,Female,40,0
21071,33,Government,Doctorate,Married,Professional,Other,Male,50,0
21072,30,Private,Bachelors,Single,Professional,Other,Male,45,0
21073,63,Private,HS-grad,Married,Sales,White,Male,48,0
21074,19,Private,Some-college,Single,Service,White,Male,30,0
21075,49,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,98,0
21076,22,Private,Bachelors,Single,White-Collar,White,Female,7,0
21077,40,Government,Assoc,Married,Blue-Collar,White,Male,38,1
21078,23,Private,Some-college,Divorced,Blue-Collar,White,Male,40,0
21079,18,Private,School,Single,Service,White,Male,40,0
21080,37,Private,Assoc,Divorced,Service,White,Female,40,0
21081,43,Government,HS-grad,Married,Blue-Collar,White,Male,40,0
21082,29,Private,Bachelors,Married,Service,White,Male,40,1
21083,58,Private,HS-grad,Divorced,Service,Other,Female,20,0
21084,31,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
21085,41,Government,HS-grad,Divorced,White-Collar,White,Female,40,0
21086,28,Other/Unknown,School,Divorced,Other/Unknown,White,Male,50,0
21087,18,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,30,0
21088,21,Self-Employed,Some-college,Single,Service,White,Male,25,0
21089,39,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
21090,50,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
21091,30,Private,Bachelors,Single,Service,White,Male,40,0
21092,44,Government,Some-college,Married,White-Collar,White,Male,55,1
21093,41,Private,Masters,Married,Professional,White,Male,50,1
21094,30,Private,Some-college,Single,Blue-Collar,White,Male,40,0
21095,33,Private,Bachelors,Single,Service,White,Female,45,1
21096,25,Private,Assoc,Single,Blue-Collar,White,Male,45,0
21097,50,Government,Bachelors,Married,Service,White,Male,40,1
21098,39,Self-Employed,Bachelors,Married,Sales,Other,Male,40,1
21099,38,Self-Employed,Bachelors,Married,Sales,White,Male,50,1
21100,41,Private,Bachelors,Married,Blue-Collar,White,Male,40,0
21101,32,Private,HS-grad,Single,Service,Other,Female,13,0
21102,64,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,10,0
21103,18,Private,Some-college,Single,Sales,White,Male,15,0
21104,26,Private,School,Single,Service,Other,Male,40,0
21105,45,Private,Masters,Married,White-Collar,Other,Male,40,1
21106,47,Government,Doctorate,Married,Professional,White,Male,40,1
21107,30,Private,Assoc,Divorced,Sales,White,Female,40,1
21108,65,Private,Assoc,Married,Blue-Collar,White,Male,20,0
21109,19,Private,Some-college,Single,Blue-Collar,White,Male,50,0
21110,51,Self-Employed,Assoc,Divorced,Blue-Collar,Other,Female,30,0
21111,32,Private,School,Married,Service,White,Male,40,0
21112,37,Private,Some-college,Married,Blue-Collar,White,Male,40,0
21113,57,Private,Masters,Married,Service,White,Male,40,1
21114,29,Private,Assoc,Single,White-Collar,White,Female,50,0
21115,24,Private,School,Single,Blue-Collar,White,Male,35,0
21116,40,Government,School,Married,Blue-Collar,Other,Male,40,1
21117,36,Government,Bachelors,Single,Professional,White,Male,40,0
21118,47,Private,Some-college,Married,Professional,White,Male,40,0
21119,46,Private,Some-college,Married,White-Collar,White,Male,40,0
21120,35,Private,HS-grad,Married,Sales,White,Male,50,1
21121,56,Government,Masters,Divorced,Professional,White,Female,40,0
21122,21,Private,Some-college,Single,Blue-Collar,White,Female,70,0
21123,31,Private,Bachelors,Married,Sales,White,Male,50,1
21124,39,Private,Masters,Married,Professional,White,Male,40,1
21125,27,Private,Some-college,Divorced,Blue-Collar,White,Female,40,0
21126,43,Government,Some-college,Divorced,White-Collar,White,Female,40,0
21127,24,Other/Unknown,HS-grad,Single,Other/Unknown,White,Female,32,0
21128,28,Self-Employed,HS-grad,Divorced,White-Collar,White,Female,40,0
21129,52,Government,Masters,Married,Professional,Other,Male,40,1
21130,56,Private,HS-grad,Divorced,White-Collar,Other,Male,40,0
21131,68,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,45,0
21132,41,Private,Bachelors,Married,White-Collar,White,Male,50,1
21133,57,Self-Employed,School,Married,Professional,White,Male,40,0
21134,57,Government,HS-grad,Divorced,White-Collar,White,Female,16,0
21135,62,Government,HS-grad,Married,White-Collar,Other,Male,40,0
21136,26,Private,HS-grad,Married,White-Collar,White,Male,45,0
21137,19,Private,HS-grad,Single,White-Collar,White,Male,30,0
21138,34,Government,HS-grad,Married,Service,White,Male,57,1
21139,42,Private,HS-grad,Married,White-Collar,White,Female,40,0
21140,27,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
21141,39,Private,Bachelors,Married,Service,White,Male,50,1
21142,21,Private,School,Single,Service,Other,Male,40,0
21143,53,Self-Employed,Bachelors,Married,Sales,White,Male,60,1
21144,40,Private,Bachelors,Single,White-Collar,White,Male,40,0
21145,33,Private,Bachelors,Married,Service,Other,Male,38,1
21146,17,Other/Unknown,HS-grad,Single,Other/Unknown,Other,Male,40,0
21147,35,Private,Bachelors,Single,White-Collar,White,Female,50,1
21148,52,Government,Some-college,Married,White-Collar,White,Male,40,0
21149,37,Private,HS-grad,Married,Professional,White,Male,40,1
21150,23,Private,Assoc,Single,Sales,White,Female,60,0
21151,48,Government,Prof-school,Married,Professional,White,Male,50,1
21152,40,Private,Masters,Married,White-Collar,White,Male,40,1
21153,23,Private,Bachelors,Single,Sales,White,Female,30,0
21154,57,Private,Some-college,Married,Blue-Collar,White,Male,40,1
21155,21,Private,Some-college,Single,Service,White,Female,25,0
21156,35,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
21157,18,Private,School,Single,Blue-Collar,White,Male,40,0
21158,19,Private,HS-grad,Single,White-Collar,White,Female,40,0
21159,32,Private,Bachelors,Married,Professional,White,Male,40,0
21160,46,Private,Bachelors,Married,White-Collar,White,Male,50,1
21161,44,Government,Masters,Married,Professional,White,Male,44,1
21162,21,Private,Some-college,Single,Sales,White,Female,40,0
21163,29,Private,Some-college,Married,White-Collar,White,Female,40,1
21164,48,Self-Employed,Masters,Married,White-Collar,White,Male,40,1
21165,34,Private,HS-grad,Married,White-Collar,Other,Male,40,0
21166,42,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
21167,42,Private,Some-college,Widowed,Sales,Other,Female,40,0
21168,76,Private,HS-grad,Widowed,Service,White,Female,33,0
21169,50,Self-Employed,Prof-school,Married,Professional,White,Male,50,1
21170,40,Government,Bachelors,Divorced,Professional,White,Female,70,0
21171,32,Other/Unknown,Bachelors,Divorced,Other/Unknown,White,Female,40,0
